"id","type","product"
"FX.LIM.ORDER","H","FX"
"FX.LIMIT.PARAMS","U","LI"
"FX.ORDER","H","FX"
"FX.PARAMETERS","H","FX"
"FX.POS.TYPE","H","RE"
"FX.POSITION","H","FX"
"FX.REVAL.TYPE","H","FX"
"FX.SETL.TODAY","L","FX"
"FX.SWAP","D","FX"
"FX.TEXT","H","FX"
"FX.TRANSACTION","L","FX"
"FX.TRANSACTION.TYPE","H","FX"
"FX.TREASURY.PW.PROCESS","D","FX"
"FX.TREASURY.TRANSACTION","D","FX"
"GB.LEDGER.CODES","H","EB"
"GB.REPORT.CONTROL","H","EB"
"GB.REPORT.LAYOUT","H","EB"
"GB.REPORT.REQUEST","W","EB"
"GENERAL.CHARGE","H","IC"
"GEOGRAPHIC.BLOCK","H","EB"
"GLOBAL.CUSTOMER","H","ST"
"GLOBUS.CALLS","H","EB"
"GOVERNMENT.MARGIN","H","IC"
"GROUP.ACCOUNT","T","IC"
"GROUP.ACCRUAL.BAL.WRK","L","IC"
"GROUP.ACCRUAL.BALANCES","L","IC"
"GROUP.ACCRUAL.DETAIL","L","IC"
"GROUP.ACCRUAL.PARAM","H","IC"
"GROUP.CAPITALISATION","H","IC"
"GROUP.CONDITION","H","ST"
"GROUP.CREDIT.INT","H","IC"
"GROUP.DATE","L","IC"
"GROUP.DEBIT.INT","H","IC"
"HELPTEXT","U","EB"
"HELPTEXT.APPLICATION","U","EB"
"HELPTEXT.FIELD","U","EB"
"HELPTEXT.FUNCTION","U","EB"
"HELPTEXT.INDEX","T","EB"
"HELPTEXT.MAINMENU","U","EB"
"HELPTEXT.MENU","H","EB"
"HELPTEXT.OVERVIEW","U","EB"
"HELPTEXT.TITLE","L","EB"
"HIGHEST.DEBIT","H","IC"
"HOLD.CONTROL","W","EB"
"HOLIDAY","H","ST"
"HOST.TO.DOS","W","EB"
"IA.ACCOUNTING.DTLS","L","IA"
"IAS.AMOUNT.TYPE","H","IA"
"IAS.APPLICATION.PARAM","H","IA"
"IAS.APPLICATION.RECORDS","H","IA"
"IAS.BUILD.CONT.BALANCES","W","IA"
"IAS.CLASSIFICATION","H","IA"
"IAS.CONTRACT.BALANCES","H","IA"
"IAS.CONTRACT.BALANCES.HIST","L","IA"
"IAS.CONTRACTS.PENDING","L","IA"
"IAS.HEDGE.GROUP","H","IA"
"IAS.HEDGE.METHOD","H","IA"
"IAS.HEDGE.TYPE","H","IA"
"IAS.PARAMETER","H","IA"
"IAS.PRODUCT.CONDITION","H","IA"
"IAS.PRODUCT.GROUP","H","IA"
"IAS.RATE.TYPE","H","IA"
"IB.USER","H","IB"
"IB.USER.PASSWORD","U","IB"
"IC.ADJUST.ACCRUAL","U","IC"
"IC.CHARGE","H","IC"
"IC.CHARGE.PRODUCT","H","IC"
"IC.COB.DETAIL","L","IC"
"IC.COB.MAIN","L","IC"
"IC.CORRECTION.DETAILS","L","IC"
"IC.LIQ.ACCT","T","IC"
"ICA.BACK.VALUE","L","IC"
"ICA.CORRECTION","O","IC"
"ICA.GROUP.CORRECTION","L","IC"
"ICA.GROUP.DETAIL","L","IC"
"ICA.GROUP.DISTRIBUTION","L","IC"
"ICA.GROUP.HISTORY","L","IC"
"ICA.HIERARCHY","H","IC"
"ICA.HIERARCHY.PARAMETER","H","IC"
"ICA.TOP.ACCOUNT","T","IC"
"ID.ACCOUNT.BALANCES","L","ID"
"ID.ACCOUNT.TRACKER","L","ID"
"ID.BANDWISE.ACCOUNTS","L","ID"
"ID.BANDWISE.ACCOUNTS.WRK","L","ID"
"ID.BANDWISE.BALANCES","H","ID"
"ID.BANDWISE.BALANCES.WRK","L","ID"
"ID.CATEG.ENT.DETAILS","L","ID"
"ID.CATEG.ENT.DETAILS.WRK","L","ID"
"ID.CATEG.ENT.UPDATE","L","ID"
"ID.CONTRACT.DETAILS","L","ID"
"ID.CONTRACT.DETAILS.WRK","L","ID"
"ID.CUSTOMER.PREFERENCES","H","ID"
"ID.DEPOSIT.BALANCES","L","ID"
"ID.DEPOSIT.TRACKER","L","ID"
"ID.PDS.ACTION","H","ID"
"ID.PDS.ACTION.DETAILS","L","ID"
"ID.PDS.ACTION.STATUS","L","ID"
"ID.PDS.CATEGORY","H","ID"
"ID.PDS.CUSTOMER","H","ID"
"ID.PDS.DISTRIB.DETAILS","L","ID"
"ID.PDS.SYS.PARAM","H","ID"
"ID.PDS.WEIGHT","H","ID"
"ID.POOL.CONDITION","H","ID"
"ID.POOL.DEFINE","H","ID"
"ID.POOL.PARAMETER","H","ID"
"ID.POOL.TRACKER","L","ID"
"ID.PROFIT.ACCT.DETAILS","L","ID"
"ID.PROFIT.ACCT.DETAILS.WRK","L","ID"
"ID.PROFIT.PL.DETAIL","L","ID"
"ID.PROFIT.PL.DETAILS","W","EB"
"ID.PROFIT.PL.DETAILS.WRK","L","ID"
"ID.SYSTEM.PARAMETER","H","ID"
"ID.WEIGHTED.BALANCE.WRK","L","ID"
"IF.CALLBACK.IMPL.CATALOG","D","IF"
"IF.EVENTS.INTERFACE.TABLE","D","IF"
"IF.EXIT.EVENT.FILTER","H","IF"
"IF.EXIT.POINTS","D","IF"
"IF.INITIAL.LOAD.PARAMETER","D","IF"
"IF.INTEGRATION.CUSTOM.COMMON","D","IF"
"IF.INTEGRATION.FLOW.CATALOG","D","IF"
"IF.INTEGRATION.FLOW.TRANSFORM","D","IF"
"IF.INTEGRATION.SERVICE.PARAM","D","IF"
"IFRS.ACCOUNTING.DETAILS","L","IA"
"IFRS.ACCRUAL.PARAM","H","IA"
"IFRS.ACCT.BALANCES","L","IA"
"IFRS.ACCT.METHODS","H","IA"
"IFRS.DATA.CAPTURE","H","IA"
"IFRS.EVENT.TYPE","L","IA"
"IFRS.IMPAIRMENT.CODE","H","IA"
"IFRS.IMPAIRMENT.PARAM","L","IA"
"IFRS.PARAMETER","H","I9"
"IFRS.POSTING.DETAILS","H","AC"
"IFRS.SUB.TYPE","H","IA"
"IM.APPL.ENQUIRY","O","IM"
"IM.DOC.IMAGE.PARAMETER","H","IM"
"IM.DOCUMENT.IMAGE","H","IM"
"IM.DOCUMENT.UPLOAD","H","IM"
"IM.IMAGE.DETAILS","L","IM"
"IM.IMAGE.TYPE","H","IM"
"IM.REFERENCE","T","IM"
"IMPORT.FILE.DETAILS","W","SE"
"IN.BIC.IBAN.PLUS","T","IN"
"IN.EXCLUSION.LIST","H","IN"
"IN.EXCLUSION.LIST.LOAD","W","IN"
"IN.IBAN.PLUS","H","IN"
"IN.IBAN.PLUS.CONCAT","T","IN"
"IN.IBAN.PLUS.LOAD","W","IN"
"IN.IBAN.STRUCTURE","H","IN"
"IN.IS.LOAD","W","IN"
"IN.IS.PARAMETER","H","IN"
"INCREASE.LIMIT.DATES.FQU","T","LI"
"INCREASE.LIMIT.REP","L","LI"
"INDUSTRY","H","ST"
"INFO.ACCT.CH","L","IC"
"INFO.ACCT.CR","L","IC"
"INFO.ACCT.CR2","L","IC"
"INFO.ACCT.DR","L","IC"
"INFO.ACCT.DR2","L","IC"
"INFO.ACCT.PREMIUM","L","IC"
"INFO.GEN.CHG","L","IC"
"INFO.GROUP.CP","L","PO"
"INSTALL.NEW.CUST.CHARGE","O","ST"
"INT.MOVEMENT","L","ST"
"INT.MOVEMENT.ADJ","H","ST"
"INT.MOVEMENT.PARAM","H","ST"
"INTERCO.PARAMETER","H","ST"
"INTEREST.BASIS","U","ST"
"INTEREST.STATEMENT","H","IC"
"INTRA.DAY.SWEEP","H","PO"
"INVESTMENT.PROGRAM","H","SC"
"IS.ARRANGEMENT.DETS","L","IS"
"IS.ASSET","L","IS"
"IS.ASSET.REVIEW","H","IS"
"IS.AUTO.PAY.SCHEDULES","L","IS"
"IS.AUTO.PAY.SCHEDULES.HIST","L","IS"
"IS.BASIC.DETAILS","D","IS"
"IS.BROKER","H","IS"
"IS.COMMODITY","H","IS"
"IS.COMMODITY.POSITION","L","IS"
"IS.COMMODITY.SALE","H","IS"
"IS.CONTRACT","H","IS"
"IS.CONTRACT.DELIVERY","H","IS"
"IS.CONTRACT.TASK","H","IS"
"IS.COST.TYPE","H","IS"
"IS.DISB.BALANCES","L","IS"
"IS.DISBURSEMENT","H","IS"
"IS.EQUIPMENT","D","IS"
"IS.MISCASSET","D","IS"
"IS.MOVEQUIPMENT","D","IS"
"IS.MUSH.PARAM","H","IS"
"IS.PARAMETER","H","IS"
"IS.PAYMENT","H","IS"
"IS.PAYMENT.BALANCES","L","IS"
"IS.PAYMENT.REFERENCES","L","IS"
"IS.PAYMENT.SCHEDULES","L","IS"
"IS.REALESTATE","D","IS"
"IS.REVIEWER","H","IS"
"IS.SETTLEMENT.LOG","L","IS"
"IS.SETTLEMENT.LOG.HIST","L","IS"
"IS.STATUS","H","IS"
"IS.VEHICLE","D","IS"
"IS.VENDOR","H","IS"
"ISO.CLEARING.SYSTEM.ID","H","DE"
"IX.DOMAIN.CODES","H","IX"
"IX.EXTERNAL.CODES","H","IX"
"IX.MSG.BASE","L","IX"
"IX.TRANSACTION","H","IX"
"JOB.TIMES","L","EB"
"JOB.TIMES.HISTORY","L","EB"
"JOB.TITLE","H","ST"
"JOINT.CONTRACTS.XREF","T","ST"
"JOURNAL.POSITIONS","L","EB"
"LANGUAGE","H","EB"
"LC.ACCOUNT.BALANCES","H","LC"
"LC.ADVICE.TEXT","H","LC"
"LC.AMEND.LIST","L","LC"
"LC.AMENDMENTS","H","LC"
"LC.APPLICANT","T","LC"
"LC.BALANCES","L","LC"
"LC.BENEFICIARY","T","LC"
"LC.CLAUSES","H","LC"
"LC.CLIENT.REFERENCE","T","LC"
"LC.COLLECTION.DUE","T","LC"
"LC.COMM.ACCR.DETAILS","L","LC"
"LC.COMM.CALC.DETAILS","L","LC"
"LC.CON.DIR.COL.ALL","L","LC"
"LC.CONCAT.SRL","R","EB"
"LC.CUSTOMER.CONDITION","H","LC"
"LC.CUSTOMER.REFERENCE","T","LC"
"LC.DISCOUNT.BALANCES","L","LC"
"LC.DISCREPANCY.CONDITIONS","H","LC"
"LC.ENRICHMENT","H","LC"
"LC.EXTERNAL.REFERENCE","T","LC"
"LC.GEN.CONDITION","H","LC"
"LC.GROUP.CONDITION","H","LC"
"LC.ISSUING.BANK","T","LC"
"LC.NEGOTIATE","T","LC"
"LC.PARAMETERS","H","LC"
"LC.PARENT.DRAW","T","LC"
"LC.PARTIAL.BALANCES","L","LC"
"LC.PAY.TYPE.ENRICH","D","LC"
"LC.PURGE.IN.CROSS.REF","L","LC"
"LC.PW.INPUT.TXN","D","LC"
"LC.PW.TXN.PARAM","D","LC"
"LC.REVOL","T","LC"
"LC.SCHEDULES","L","LC"
"LC.TRANSFERABLE","L","LC"
"LC.TXN.TYPE.CONDITION","H","LC"
"LC.TYPES","H","LC"
"LD.COMMITMENT","T","LD"
"LD.CREATION.DEPOSIT","D","LD"
"LD.GROUP.CONDITION","H","LD"
"LD.GRP.CONDN.CHANGE","L","LD"
"LD.LOANS.AND.DEPOSITS","H","LD"
"LD.MM.EXTRACT","R","LM"
"LD.MM.HIS","R","LM"
"LD.PARTICIPANT","T","LD"
"LD.PAYMENT.ENTRY","H","LD"
"LD.RET.INT.COM.DET.HIST","L","LD"
"LD.RET.INT.COM.DET.SAVE","L","LD"
"LD.RET.INT.COM.DETAILS","L","LD"
"LD.SCHD.PAST.UPDATES","L","LD"
"LD.SCHEDULE.DEFINE","U","LD"
"LD.SCHEDULE.EXCEPTION","L","LD"
"LD.TRANCHE.DETAILS","L","LD"
"LD.TRANCHE.END.LIST","L","LD"
"LD.TRANCHE.ST.LIST","L","LD"
"LD.TXN.CODES","H","LD"
"LD.TXN.TYPE.CONDITION","H","LD"
"LD.WHT.RECEIPTS.BAL","L","LD"
"LETTER.OF.CREDIT","H","LC"
"LI.COLLATERAL","T","CO"
"LI.COLLATERAL.RIGHT","T","CO"
"LI.CUST.RISK.COLLAT","L","LI"
"LI.CUSTOMER.GROUP","T","LI"
"LI.CUSTOMER.GROUP.INFO.WORK","W","LI"
"LI.GROUP.TRIGGER.RECALC","L","LI"
"LI.LIMIT.DEFINE.PRIORITY","H","LI"
"LI.LIMIT.GROUP.ALLOCATION","L","LI"
"LI.MARGIN.LEVEL.LOG","L","LI"
"LI.MASTER.GROUP","L","LI"
"LI.OVE.SECTORT","V","LI"
"LI.RISK.COLLAT.PARAM","U","LI"
"LI.RISK.COLLAT.REP.REQ","W","LI"
"LI.SUB.GROUP","T","LI"
"LIMIT","H","LI"
"LIMIT.ALTERNATIVE.KEY","L","LI"
"LIMIT.CCY.CONV","V","LI"
"LIMIT.CCY.LINK","L","LI"
"LIMIT.CHANGE","U","LI"
"LIMIT.CHANGE.HIST","H","LI"
"LIMIT.COL.ALLOC.WORK","U","LI"
"LIMIT.COLLAT","H","LI"
"LIMIT.COMMODITY","H","LI"
"LIMIT.COMMODITY.GRP","H","LI"
"LIMIT.COUNTRY","H","LI"
"LIMIT.COUNTRY.GRP","H","LI"
"LIMIT.CROSS.PARAM","H","LI"
"LIMIT.CROSS.USAGE","L","LI"
"LIMIT.CURRENCY","H","LI"
"LIMIT.CUSTOMER.CHANGE","H","LI"
"LIMIT.DAILY.OS","L","LI"
"LIMIT.EXPIRY","T","LI"
"LIMIT.FX.PROFIT.LOSS","L","LI"
"LIMIT.HIERARCHY.BALANCES","L","LI"
"LIMIT.LIAB.REPORT","W","LI"
"LIMIT.LIABILITY","T","LI"
"LIMIT.LINES","T","LI"
"LIMIT.NETTING.PARAM","H","LI"
"LIMIT.PARAMETER","H","LI"
"LIMIT.PREV","L","LI"
"LIMIT.RANGE","H","LI"
"LIMIT.REF","R","LM"
"LIMIT.REFERENCE","H","LI"
"LIMIT.SHARING.GROUP","H","LI"
"LIMIT.SUB.ALLOC","H","LI"
"LIMIT.TXNS","T","LI"
"LIST.PROFILE","U","EB"
"LMM.ACCOUNT.BALANCES","L","LM"
"LMM.ACCOUNT.BALANCES.HIST","L","LM"
"LMM.ACTION.CODES","U","LM"
"LMM.ACTIVITY","U","LM"
"LMM.ADVICES","U","LM"
"LMM.CATEGORY","T","LM"
"LMM.CHARGE.CATEGORY","T","LM"
"LMM.CHARGE.CONDITIONS","H","LM"
"LMM.CURRENCY","T","LM"
"LMM.CUSTOMER","T","LM"
"LMM.EOD.LIST","L","LM"
"LMM.HISTORY.LIST","L","LM"
"LMM.HISTORY.TODAY","T","LM"
"LMM.INSTALL.CONDS","H","LM"
"LMM.MATURITY","T","LM"
"LMM.RATE.TYPE","T","LM"
"LMM.SCHEDULE.DATES","T","LM"
"LMM.SCHEDULES","L","LM"
"LMM.SCHEDULES.PAST","L","LM"
"LMM.SCHEDULES.PAST.HIST","L","LM"
"LMM.STATUS","T","LM"
"LMM.TEXT","U","LM"
"LN.ASSET.CLASS","H","EB"
"LN.PROV.BALANCES","L","EB"
"LN.PROV.BALANCES.DETAILS","L","EB"
"LN.TXN.CODES","H","EB"
"LOAD.SORT.CODES","O","OB"
"LOCAL.REF.TABLE","H","EB"
"LOCAL.TABLE","H","EB"
"LOCKED.BALANCE.AMT","L","AC"
"LOCKING","L","EB"
"MANAGED.ACCOUNT","H","SC"
"MARGIN.CONTROL","H","SC"
"MARKET.PRICE","L","SC"
"MARKET.RATE.TEXT","H","ST"
"MB.CM.MESSAGE.TYPE","H","CM"
"MB.OCD.ODRAFT.ROUTINE","V","EB"
"MB.TXN.ENTRY.PARAM","U","EB"
"MD.ACTIVITY","H","MD"
"MD.ADVICES","H","MD"
"MD.BALANCES","L","MD"
"MD.BENEFICIARY","T","MD"
"MD.CB.LIMITS","H","MD"
"MD.CLAUSES","H","MD"
"MD.CSN.RATE.CHANGE","H","MD"
"MD.CUSTOMER","T","MD"
"MD.DEAL","H","MD"
"MD.FEE.SETTLEMENT","H","MD"
"MD.GROUP.CONDITION","H","MD"
"MD.GT.ENRICH","D","MD"
"MD.IB.REQUEST","H","MD"
"MD.INVOCATION.HIST","L","MD"
"MD.PARAMETER","H","MD"
"MD.PART.CSN.BALANCES","L","MD"
"MD.PROV.BALANCES","L","MD"
"MD.SCHED.DATES","L","MD"
"MD.SCHEDULES","L","MD"
"MD.TXN.TYPE.CONDITION","H","MD"
"MESSAGE.COND","H","FT"
"MESSAGE.CONTROL","U","EB"
"MF.AGENT.POSITION","L","MF"
"MF.AMORT.MASTER","H","MF"
"MF.EXECUTE.ORDERS","W","MF"
"MF.FUND.MASTER","H","MF"
"MF.ORDER","H","MF"
"MF.ORDER.BY.CUST","H","MF"
"MF.PARAMETER","H","MF"
"MF.ROUNDING.PARAM","H","MF"
"MF.TRADE","H","MF"
"MF.TRAIL.FEE","H","MF"
"MF.TXN.LINK","L","MF"
"MID.RATE.CONV","R","ST"
"MID.RATE.CONV.LD","R","ST"
"MM.BROKER.UNCONF","T","MM"
"MM.CPARTY.UNCONF","T","MM"
"MM.FID.BANK","T","MM"
"MM.FID.COMMISSION","H","MM"
"MM.FID.EOD.LIST","L","MM"
"MM.FID.GROUP.PAYMENT","H","MM"
"MM.FID.GRP.PAYMENT.PAST","L","MM"
"MM.GROUP.FID.ERRORS","T","MM"
"MM.GROUP.FIDS.PAID","T","MM"
"MM.MERGE.CONTRACT","T","MM"
"MM.MONEY.MARKET","H","MM"
"MM.PAYMENT.ENTRY","H","MM"
"MM.RECEIPT.ENTRY","H","MM"
"MM.REVERSED.DEALS","T","MM"
"MNEMONIC.ACCOUNT","T","AC"
"MNEMONIC.AM.COLLECTION","T","AM"
"MNEMONIC.AM.GROUP.PORT","T","AM"
"MNEMONIC.APPLN","T","DM"
"MNEMONIC.CATEGORY","T","ST"
"MNEMONIC.COMPANY","T","ST"
"MNEMONIC.CUSTOMER","T","ST"
"MNEMONIC.DAO","T","ST"
"MNEMONIC.DATAGRP","L","SA"
"MNEMONIC.LANGUAGE","T","EB"
"MNEMONIC.LETTER","T","LC"
"MNEMONIC.RELATIONSHIP","T","ST"
"MNEMONIC.REPORT","T","DE"
"MO.ACCOUNT.MAPPING","H","MO"
"MODULE.COMPARE.DETS","U","SE"
"MONTEXT","R","EB"
"MT.REPLICATE.CONSOLE","H","MT"
"MT.SYSTEM.PARAMETER","H","MT"
"MT.TENANT","H","MT"
"MT.TENANT.CLEANUP","H","MT"
"MT.TENANT.CONTACT","H","MT"
"MT.TENANT.GROUP","H","MT"
"MT.TENANT.TYPE","H","MT"
"MT.TSA.SERVICE.CONSOLE","H","MT"
"MT565.INSTRUCT","W","SC"
"MU.MOVEMENT.DTLS","U","EB"
"MU.TXN.GRP.CCY.MKT","U","ST"
"NA.NEEDS.CLASS","H","NA"
"NA.PRODUCT.FIT.DEFINITION","H","NA"
"NA.PRODUCT.FIT.METHOD","L","NA"
"NA.PRODUCT.FIT.METHOD.CATALOG","H","NA"
"NA.PRODUCT.RECOMMENDATION","H","NA"
"NA.QUESTION.NAME","T","NA"
"NA.QUESTIONNAIRE","H","NA"
"NA.QUESTIONNAIRE.TYPE","L","NA"
"NA.QUESTIONNAIRE.TYPE.CATALOG","H","NA"
"ND.BALANCES","L","FX"
"ND.BALANCES.HIST","L","FX"
"ND.DEAL","H","FX"
"ND.PARAMETER","H","FX"
"ND.SETTL.RATE.SOURCE","H","FX"
"ND.TYPE","H","FX"
"NEGOTIATED.DEAL","L","FX"
"NETTING","H","AC"
"NETTING.AGREEMENT","H","AC"
"NETTING.ENTRY","L","AC"
"NETTING.PARAMETERS","H","AC"
"NEW.COND.REFER","L","AC"
"NEWCDD","R","EB"
"NI.ADVICE.PRINT","O","OB"
"NI.CONTROL.REPORT","O","OB"
"NI.CONVERSION.ADV","O","OB"
"NI.PROFIT.REPORT","O","OB"
"NI.SUBSCRIPTION","O","OB"
"NOMINEE.CODE","H","SC"
"NOSTRO.ACCOUNT","H","AC"
"NOSTRO.BALANCES","O","AC"
"NOSTRO.INTERFACE","W","DE"
"NOSTRO.NUM.MNE","T","AC"
"NOSTRO.PARM","H","DE"
"NOTICE.WITHDRAWAL","H","AC"
"NP.CONCAT","L","AC"
"NP.CONCAT.102","L","AC"
"NR.ITEMS","H","NR"
"NR.PARAMETER","H","NR"
"NR.STATEMENTS","H","NR"
"NUMBER.OF.CREDIT","H","IC"
"NUMBER.OF.DEBIT","H","IC"
"NUMBER.OF.TXNS","H","IC"
"NUMERIC.CURRENCY","T","ST"
"OA.APPLICATION","H","OA"
"OA.APPLICATION.CATALOG","H","OA"
"OA.APPLICATION.DEFINITION","H","OA"
"OA.APPLICATION.DETAILS","L","OA"
"OA.APPLICATION.FORM","H","OA"
"OA.APPLICATION.LINK","L","OA"
"OA.APPLICATION.STAGES.CATALOG","H","OA"
"OA.APPLICATION.STAGES.DEFINITION","H","OA"
"OA.APPLICATION.STATUS","L","OA"
"OA.DATA.VERIFICATION","H","OA"
"OA.DECISION.BODY","H","OA"
"OA.DECISION.MATRIX","H","OA"
"OA.DECISION.TYPE","H","OA"
"OA.DECISION.TYPE.CATALOG","L","OA"
"OA.DOMAIN.CLASS","H","OA"
"OA.DOMAIN.TYPE","H","OA"
"OA.FORM","L","OA"
"OA.FORM.CATALOG","H","OA"
"OA.FORMLET","H","OA"
"OA.FORMLET.CLASS","H","OA"
"OA.STATUS.RULES","H","OA"
"OC.CLEARING.HOUSE","H","OC"
"OC.CLEARING.MEMBER","H","OC"
"OC.CUSTOMER","H","OC"
"OC.EXCHANGE.FACILITY","H","OC"
"OC.PARAMETER","H","OC"
"OC.REGULATOR","H","OC"
"OC.TRADE.REPOSITORY","H","OC"
"OCR.PARAMETERS","H","EB"
"OD.ACCT.ACTIVITY","L","AC"
"OFS.DECRYPT.KEY","H","EB"
"OFS.OFFLINE.QUEUE","L","EB"
"OFS.REQUEST.DETAIL","L","EB"
"OFS.SOURCE","H","EB"
"OFS.STATUS.FLAG","L","EB"
"OFS.TRANSACTION.STORE","L","EB"
"OFS.XML.HEADER","H","EB"
"OFS.XML.TAGS","H","EB"
"OL.VAL.REPS","W","SC"
"ONLINE.BACKVALUE.LAUNCH","U","AM"
"ORDER.BY.CUST","H","SC"
"ORDER.JOURNAL","W","SC"
"OS.BUILD.GLOBUS.EXPLORER","W","EB"
"OS.TOKEN","L","EB"
"OV.PARAMETER","H","OV"
"OVERDRAFT.FEE","H","AC"
"OVERRIDE","H","EB"
"OVERRIDE.CLASS","U","EB"
"OVERRIDE.CLASS.DETAILS","U","EB"
"PARTY.RELATIONSHIP","H","ST"
"PARTY.RELATIONSHIP.XREF","L","ST"
"PASSWORD.RESET","U","EB"
"PATCH.RELEASE","W","EB"
"PAYMENT.CATEG.PURPOSE","H","AC"
"PAYMENT.ORDER","H","PI"
"PAYMENT.ORDER.COUNTRY.RULES","H","PI"
"PAYMENT.ORDER.HIST","L","PI"
"PAYMENT.ORDER.NOTIFICATION","H","PI"
"PAYMENT.ORDER.PARAMETER","H","PI"
"PAYMENT.ORDER.PRODUCT","H","PI"
"PAYMENT.PURPOSE.CODE","H","AC"
"PAYMENT.STOP","H","ST"
"PAYMENT.STOP.BALANCES","L","ST"
"PAYMENT.STOP.HIST","L","ST"
"PAYMENT.STOP.TYPE","H","ST"
"PC.CATEG.ADJUSTMENT","L","PC"
"PC.PERIOD","H","PC"
"PC.PERIOD.XREF","L","PC"
"PC.STMT.ADJUSTMENT","L","PC"
"PC.UPDATE.REQUEST","W","PC"
"PCB.ACCT.CONSOL","L","RE"
"PD.ACTIVITY","H","PD"
"PD.ADVICES","H","PD"
"PD.AMOUNT.TYPE","H","PD"
"PD.BALANCES","L","PD"
"PD.BALANCES.HIST","L","PD"
"PD.BALANCES.SAVE","L","PD"
"PD.CAPTURE","H","PD"
"PD.CUSTOMER","T","PD"
"PD.ENT.TODAY","T","PD"
"PD.ONLINE.PAYMENT","L","PD"
"PD.OP.BALANCES.DATE.LIST","L","PD"
"PD.OS.PRINC.MVMT","L","PD"
"PD.PARAMETER","H","PD"
"PD.PAYMENT.DUE","H","PD"
"PD.PENALTY.DETAILS","L","PD"
"PD.PROV.EXCEPTION.LOG","L","PD"
"PD.RATES","L","PD"
"PD.RATES.SAVE","L","PD"
"PD.REPAYMENT","L","PD"
"PD.SCHEDULE.TYPE","H","PD"
"PD.WOF.REASON","H","PD"
"PERIODIC.COMMISSION","H","ST"
"PERIODIC.INT.SPREAD","H","FD"
"PERIODIC.INTEREST","H","ST"
"PERIODIC.RATE.CHANGE","T","ST"
"PERSON.ENTITY","H","ST"
"PGM.DATA.CONTROL","L","EB"
"PGM.FILE","U","EB"
"PI.PS.MAPPING.RULE","H","PI"
"PL.CLOSE.PARAMETER","H","RE"
"PL.CONSOL.UPDATE.WORK","L","AC"
"PL.YR.END.ENTRY","L","RE"
"PM.AC.PARAM","H","PM"
"PM.APPL.SELECTION","H","PM"
"PM.APPLICATION.PARAM","H","PM"
"PM.CALENDAR","U","PM"
"PM.DLY.POSN.CLASS","L","PM"
"PM.DRILL.DOWN","L","PM"
"PM.DX.PARAMETER","U","DX"
"PM.ENQ.PARAM","H","PM"
"PM.GROUP.TYPE","H","PM"
"PM.GRP","U","PM"
"PM.LD.PARAM","H","LD"
"PM.PARAMETER","U","PM"
"PM.PC.PARAM","H","PM"
"PM.POSITION.CAPTURE","H","PM"
"PM.POSN.CLASS","U","PM"
"PM.POSN.REFERENCE","H","PM"
"PM.POSN.TYPE","H","PM"
"PM.REPORTS","W","PM"
"PM.SC.PARAM","H","PM"
"PM.SC.PARAM.INV","L","PM"
"PM.SC.SHARE.RATES","H","PM"
"PM.SW.PARAMETER","U","SW"
"PM.TRAN.ACTIVITY","L","PM"
"PM.TRAN.ACTIVITY.SAVE","L","PM"
"PM.UPDATE.APPL","H","PM"
"PO.CP.ENRICH","D","PO"
"POLICY.PARAMETER","H","SC"
"POR.ACCOUNTINFO","L","PP"
"POR.ACCOUNTINFO.CONCAT","T","PP"
"POR.ACH","L","PP"
"POR.ADDITIONALINF","L","PP"
"POR.ADVICE","L","PP"
"POR.AGREEMENT.AND.ADVICE","L","PP"
"POR.APPLIEDFEE","L","PP"
"POR.AUDIT.TRAIL","L","PP"
"POR.AUTOREPAIR.AUDIT.LOG","L","PP"
"POR.AUTOREPAIRPARTYENRICHMENT","L","PP"
"POR.AUTOREPAIRRETURNEDCD","L","PP"
"POR.BACS","L","PP"
"POR.BALANCECHECKRESPONSE","L","PP"
"POR.BATCHINFO","L","PP"
"POR.CHILD.CONCAT","L","PP"
"POR.CLG.IN.SETTLEMENT.PENDING","L","PP"
"POR.CLG.OUT.SETTLEMENT.PENDING","L","PP"
"POR.CLIENTCONDITIONS","L","PP"
"POR.COVERINF","L","PP"
"POR.CREDITBANKCONDITIONS","L","PP"
"POR.DEBITAUTHINFO","L","PP"
"POR.DEBITBANKCONDITIONS","L","PP"
"POR.DUPLICATECHECK","L","PP"
"POR.DUPLICATECRITERIA","L","PP"
"POR.EMAILCONFIRMATIONS","L","PP"
"POR.ERRORFLAGS","L","PP"
"POR.EXTERNALREQUESTS","H","PP"
"POR.FXRATEREQUEST","L","PP"
"POR.HISTORYLOG","L","PP"
"POR.HKCLG","L","PP"
"POR.INFORMATION","L","PP"
"POR.INTERFACE.REQUEST.RESPONSE","L","PP"
"POR.OTHERACCOUNTRESTRICTIONS","L","PP"
"POR.OUTBOUNDINFO","L","PP"
"POR.PARTYCREDIT","L","PP"
"POR.PARTYDEBIT","L","PP"
"POR.PARTYDEBIT.CONCAT","T","PP"
"POR.PAYMENTCURRENTSTATUS","L","PP"
"POR.PAYMENTFLOWDETAILS","L","PP"
"POR.PAYMENTSTATUSCODE","L","PP"
"POR.PENDINGSETTLEMENTPAYMENTS","L","PP"
"POR.PHONECONFIRMATIONS","L","PP"
"POR.POSTADVICES","L","PP"
"POR.POSTCONFIRMATIONS","L","PP"
"POR.POSTING.AND.CONFIRMATION","L","PP"
